loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], magADC[0], magADC[1], magADC[2], BaroAlt (cm), debug[0], debug[1], debug[2], debug[3]
 19, 40598,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -1,  -3,   4, 1079, 697, 16459,  91,  91,  91,  91, -163,   9, -552, 61,  17, -89, 23420,   0
 20, 42711,   0,   0,   0,   0,   0, -100,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -8,   5,  19, 1059, 721, 16498,  91,  91,  91,  91, -163,   9, -552, 77,  17, -89, 23419,   0
 21, 44883,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   1,   0, -17, 1054, 485, 16357,  91,  91,  91,  91, -155,  12, -547, 57,  17, -89, 23262,   0
 22, 47055,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -6,  -6, -10, 1039, 693, 16435,  91,  91,  91,  91, -155,  12, -547, 58,  17, -88, 23262,   0
 23, 49403,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -5, -10,  -2, 1086, 733, 16435,  91,  91,  91,  91, -150,  13, -550, 59,  18, -88, 23180,   0
 24, 51574,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   0,  -9, -13, 1142, 732, 16412,  91,  91,  91,  91, -150,  13, -550, 54,  18, -87, 23180,   0
 25, 53748,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -9,   7,   4, 1126, 700, 16482,  91,  91,  91,  91, -162,  10, -546, 67,  18, -87, 23360,   0
 26, 55979,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91, -21,   2,  -1, 1159, 632, 16314,  91,  91,  91,  91, -162,  10, -546, 37,  18, -87, 23360,   0
 27, 58089,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -2,   3,  -1, 1087, 641, 16439,  91,  91,  91,  91, -164,  15, -549, 42,  18, -86, 23165,   0
 28, 60262,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -7,   3,  -3, 1124, 537, 16450,  91,  91,  91,  91, -164,  15, -549, 50,  18, -86, 23165,   0
 29, 62437,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91, -12,   4,   9, 1107, 621, 16447,  91,  91,  91,  91, -164,  15, -549, 56,  18, -86, 23165,   0
 30, 64783,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -2,  -2,  -3, 1076, 585, 16439,  91,  91,  91,  91, -156,   7, -560, 59,  18, -86, 23475,   0
 31, 66956,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91, -10,   2,   6, 1119, 597, 16505,  91,  91,  91,  91, -156,   7, -560, 78,  18, -85, 23475,   0
 32, 69129,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -4,  -3,  -2, 1164, 524, 16357,  91,  91,  91,  91, -157,  15, -572, 56,  18, -85, 23091,   0
 33, 71363,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -9,   6,   2, 1145, 465, 16536,  91,  91,  91,  91, -157,  15, -572, 84,  18, -85, 23091,   0
 34, 73494,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   4,  -5,   0, 1037, 530, 16431,  91,  91,  91,  91, -157,   4, -555, 81,  18, -85, 23644,   0
 35, 75668,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -3,   4,   1, 999, 478, 16404,  91,  91,  91,  91, -157,   4, -555, 71,  18, -85, 23645,   0
 36, 78011,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   0,  15,   0, 1047, 414, 16451,  91,  91,  91,  91, -147,   8, -565, 75,  18, -84, 23414,   0
 37, 80188,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -7,   8,   0, 983, 498, 16346,  91,  91,  91,  91, -147,   8, -565, 52,  18, -84, 23414,   0
 38, 82377,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   3,   3,   3, 1011, 442, 16412,  91,  91,  91,  91, -158,   4, -548, 49,  18, -84, 23667,   0
 39, 84534,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -4,   1,   6, 1065, 581, 16353,  91,  91,  91,  91, -158,   4, -548, 31,  18, -84, 23667,   0
 40, 86745,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -1,   6,   0, 1040, 594, 16494,  91,  91,  91,  91, -154,  15, -562, 52,  18, -83, 23085,   0
 41, 88856,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   9,   3,  -3, 1022, 506, 16435,  91,  91,  91,  91, -154,  15, -562, 55,  18, -83, 23085,   0
 42, 91030,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   2,   8,   7, 1037, 562, 16540,  91,  91,  91,  91, -166,  14, -557, 83,  18, -83, 23225,   0
 43, 93202,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  17,   7,   3, 1080, 605, 16458,  91,  91,  91,  91, -166,  14, -557, 87,  18, -83, 23225,   0
 44, 95548,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   9,  -9,  -1, 978, 546, 16350,  91,  91,  91,  91, -168,  18, -556, 63,  18, -83, 23047,   0
 45, 97721,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -8,   9,  -7, 1089, 493, 16458,  91,  91,  91,  91, -168,  18, -556, 70,  18, -82, 23047,   0
 46, 99895,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -4,   4,  -9, 1068, 605, 16381,  91,  91,  91,  91, -168,  18, -556, 56,  18, -82, 23047,   0
 47, 102128,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   1,   2,   0, 1076, 557, 16509,  91,  91,  91,  91, -156,  18, -573, 76,  18, -82, 22937,   0
 48, 104260,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  13,  -7,   8, 1159, 596, 16427,  91,  91,  91,  91, -156,  18, -573, 73,  18, -82, 22937,   0
 49, 106432,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   0,   4,  -5, 1021, 594, 16338,  91,  91,  91,  91, -152,  12, -579, 48,  18, -81, 23226,   0
 50, 108605,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  10,  -5, -11, 1042, 518, 16408,  91,  91,  91,  91, -152,  12, -579, 44,  18, -81, 23226,   0
 51, 110954,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  11,   6,  14, 1056, 613, 16482,  91,  91,  91,  91, -155,  12, -556, 60,  18, -81, 23258,   0
 52, 113124,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   3,  -5,  -5, 1032, 657, 16466,  91,  91,  91,  91, -155,  12, -556, 69,  18, -80, 23257,   0
 53, 115299,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   8,   2,   3, 1095, 641, 16447,  91,  91,  91,  91, -169,  14, -563, 72,  18, -80, 23219,   0
 54, 117511,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  11,  -7,   4, 1057, 593, 16318,  91,  91,  91,  91, -169,  14, -563, 42,  18, -80, 23219,   0
 55, 119621,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   3,   7,   1, 1130, 676, 16509,  91,  91,  91,  91, -150,   7, -576, 64,  19, -80, 23466,   0
 56, 121795,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   5,  -2,   3, 1148, 568, 16287,  91,  91,  91,  91, -150,   7, -576, 27,  19, -79, 23466,   0
 57, 123967,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -3,  -8,   0, 1080, 613, 16357,  91,  91,  91,  91, -154,  15, -556, 14,  19, -79, 23098,   0
 58, 126317,   0,   0,   0,   0,   0, -100,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   2,   1,  13, 1095, 720, 16396,  91,  91,  91,  91, -154,  15, -556, 12,  19, -79, 23098,   0
 59, 128486,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -7, -14,  -9, 1124, 568, 16388,  91,  91,  91,  91, -153,   8, -560, 9,  19, -78, 23443,   0
 60, 130661,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  13,   3,   0, 1024, 713, 16385,  91,  91,  91,  91, -153,   8, -560, 5,  19, -78, 23442,   0
 61, 132893,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -6,  -7,   5, 1112, 600, 16357,  91,  91,  91,  91, -150,  11, -564, -4,  19, -78, 23290,   0
 62, 135007,   0,   0,   0,   0,   0, -100,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -2,   0,   6, 973, 610, 16401,  91,  91,  91,  91, -150,  11, -564, -1,  19, -77, 23290,   0
 63, 137179,   0,   0,   0,   0,   0, -100,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -9,  -5,   5, 1035, 677, 16459,  91,  91,  91,  91, -150,  11, -564, 14,  19, -77, 23289,   0
 64, 139349,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -2,  -5,   0, 1109, 577, 16334,  91,  91,  91,  91, -150,  11, -564, -2,  19, -77, 23289,   0
 65, 141699,   0,   0,   0,   0,   0, -100,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -7, -12,   7, 1071, 657, 16486,  91,  91,  91,  91, -150,  11, -564, 21,  19, -77, 23289,   0
 66, 143869,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91, -16,   8, -10, 1146, 648, 16489,  91,  91,  91,  91, -154,  14, -569, 42,  19, -76, 23159,   0
 67, 146043,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -3,  -1,  -5, 1140, 540, 16548,  91,  91,  91,  91, -154,  14, -569, 75,  19, -76, 23159,   0
 68, 148276,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -9,   9,  -5, 1089, 533, 16365,  91,  91,  91,  91, -151,  13, -568, 56,  19, -76, 23179,   0
 69, 150386,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -6,   0,   7, 1152, 580, 16396,  91,  91,  91,  91, -151,  13, -568, 48,  19, -76, 23179,   0
 70, 152561,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -1,  14,   9, 1011, 462, 16315,  91,  91,  91,  91, -148,  12, -563, 21,  19, -75, 23232,   0
 71, 154732,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -4,   0, -12, 1167, 632, 16310,  91,  91,  91,  91, -148,  12, -563, -2,  19, -75, 23232,   0
 72, 157079,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -4,  -1,   1, 1135, 656, 16396,  91,  91,  91,  91, -155,   8, -546, -1,  19, -75, 23462,   0
 73, 159253,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   1,   8,   5, 1002, 510, 16404,  91,  91,  91,  91, -155,   8, -546, 1,  19, -75, 23463,   0
 74, 161424,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -7,   0,  -9, 1033, 590, 16354,  91,  91,  91,  91, -150,   2, -543, -8,  19, -74, 23749,   0
 75, 163659,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -7,   3,   3, 991, 514, 16326,  91,  91,  91,  91, -150,   2, -543, -23,  19, -74, 23749,   0
 76, 165770,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -1,   8, -10, 1134, 453, 16337,  91,  91,  91,  91, -154,   5, -557, -33,  19, -74, 23605,   0
 77, 167944,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -5,   7,   8, 1096, 581, 16458,  91,  91,  91,  91, -154,   5, -557, -12,  19, -74, 23605,   0
 78, 170115,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   1,  -4,   0, 1108, 557, 16404,  91,  91,  91,  91, -163,  10, -554, -7,  19, -74, 23386,   0
 79, 172463,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   0,   7, -12, 990, 562, 16381,  91,  91,  91,  91, -163,  10, -554, -9,  19, -73, 23386,   0
 80, 174635,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   6,  -1,  -6, 1129, 532, 16318,  91,  91,  91,  91, -163,  10, -554, -26,  19, -73, 23386,   0
 81, 176808,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  12,  -3,  -6, 1111, 429, 16302,  91,  91,  91,  91, -163,  10, -554, -44,  19, -73, 23387,   0
 82, 179054,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   7,   2,   1, 1046, 470, 16400,  91,  91,  91,  91, -163,  10, -554, -35,  19, -73, 23387,   0
 83, 181163,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  11,  -4,  -3, 1053, 537, 16400,  91,  91,  91,  91, -167,  10, -549, -28,  19, -73, 23391,   0
 84, 183337,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   1,   0,   0, 1013, 590, 16412,  91,  91,  91,  91, -167,  10, -549, -19,  19, -73, 23390,   0
 85, 185511,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   2,  -5,   2, 1061, 609, 16264,  91,  91,  91,  91, -163,  12, -563, -48,  19, -72, 23291,   0
 86, 187856,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,  -1,  -5,  -6, 962, 590, 16397,  91,  91,  91,  91, -163,  12, -563, -40,  19, -72, 23291,   0
 87, 190030,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   9,   4,   0, 973, 610, 16544,  91,  91,  91,  91, -151,  10, -567, 4,  20, -72, 23337,   0
 88, 192202,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   0,   1, -10, 977, 606, 16424,  91,  91,  91,  91, -151,  10, -567, 11,  20, -71, 23336,   0
 89, 194426,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   8,   0,  -8, 1056, 601, 16509,  91,  91,  91,  91, -161,  14, -553, 39,  20, -71, 23165,   0
 90, 196537,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   1,  -3,   7, 975, 734, 16447,  91,  91,  91,  91, -161,  14, -553, 47,  20, -71, 23164,   0
 91, 198711,   0,   0,   0,   0,   0, -99,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  91,   4,   6,   5, 1037, 590, 16451,  91,  91,  91,  91, -153,  17, -565, 54,  20, -71, 22990,   0
 92, 200785,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -8,  14, 1042, 530, 16408,  48,  48,  48,  48, -153,  17, -565, 50,  20, -70, 22990,   0
 93, 203127,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,  11,   1, 1084, 625, 16404,  48,  48,  48,  48, -157,  10, -565, 45,  20, -70, 23334,   0
 94, 205300,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5,   7,   2, 1071, 693, 16350,  48,  48,  48,  48, -157,  10, -565, 27,  20, -70, 23334,   0
 95, 207473,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -13,   1,  -1, 1081, 585, 16349,  48,  48,  48,  48, -160,  16, -546, 12,  20, -70, 23085,   0
 96, 209709,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   4,  -7,   8, 1096, 589, 16532,  48,  48,  48,  48, -160,  16, -546, 45,  20, -69, 23085,   0
 97, 211812,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -11,   5,   0, 1108, 613, 16451,  48,  48,  48,  48, -145,  17, -577, 53,  20, -69, 22931,   0
 98, 213985,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -2,   0,  -1, 1012, 666, 16397,  48,  48,  48,  48, -145,  17, -577, 46,  20, -69, 22931,   0
 99, 216157,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,   7,  -4, 1096, 589, 16392,  48,  48,  48,  48, -145,  17, -577, 39,  20, -68, 22931,   0
100, 218500,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  11,   8, 1111, 605, 16486,  48,  48,  48,  48, -147,   7, -565, 56,  20, -68, 23460,   0
101, 220672,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -3,  -9,   3, 1209, 703, 16419,  48,  48,  48,  48, -147,   7, -565, 54,  21, -68, 23460,   0
102, 222845,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   2,  11, 1064, 601, 16513,  48,  48,  48,  48, -152,   6, -565, 76,  21, -68, 23549,   0
103, 225094,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -12,  -7,  -5, 1113, 596, 16268,  48,  48,  48,  48, -152,   6, -565, 33,  21, -67, 23549,   0
104, 227061,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -11,  -3,   6, 1073, 573, 16439,  48,  48,  48,  48, -171,  16, -558, 39,  21, -67, 23146,   0
105, 229196,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,   2, 1128, 540, 16400,  48,  48,  48,  48, -171,  16, -558, 35,  21, -67, 23146,   0
106, 231369,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  -1, -13, 1106, 497, 16349,  48,  48,  48,  48, -157,  14, -565, 19,  21, -67, 23134,   0
107, 233542,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -13,   6,   0, 1148, 588, 16404,  48,  48,  48,  48, -157,  14, -565, 19,  21, -67, 23134,   0
108, 235884,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   2, 970, 546, 16342,  48,  48,  48,  48, -160,   5, -551, 3,  21, -66, 23579,   0
109, 238056,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,   0,  11, 1091, 653, 16497,  48,  48,  48,  48, -160,   5, -551, 29,  21, -66, 23579,   0
110, 240230,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   7,  -8, 1134, 476, 16330,  48,  48,  48,  48, -160,  15, -557, 9,  21, -66, 23125,   0
