loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], magADC[0], magADC[1], magADC[2], BaroAlt (cm), debug[0], debug[1], debug[2], debug[3]
1127, 2464532,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  11,  -7, 1137, 1067, 16474,  48,  48,  48,  48, -163, -14, -543, 124,   0,   0,   0,   0
1128, 2466732,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -37,   4,  -9, 1138, 1003, 16424,  48,  48,  48,  48, -159, -12, -565, 111,   0,   0,   0,   0
1129, 2468933,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -22,  13,   0, 1000, 1013, 16436,  48,  48,  48,  48, -159, -12, -565, 104,   0,   0,   0,   0
1130, 2471107,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -36,   0,   1, 1054, 1044, 16583,  48,  48,  48,  48, -159, -12, -565, 135,   0,   0,   0,   0
1131, 2473218,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -23,  14,   3, 1122, 1008, 16587,  48,  48,  48,  48, -162, -13, -545, 161,   0,   0,   0,   0
1132, 2475392,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -20,   6,  -2, 1056, 905, 16478,  48,  48,  48,  48, -162, -13, -545, 156,   0,   0,   0,   0
1133, 2477565,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -25,  -3,   1, 1009, 889, 16401,  48,  48,  48,  48, -164, -16, -551, 132,   0,   0,   0,   0
1134, 2479916,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -18,   0,  -6, 978, 882, 16374,  48,  48,  48,  48, -164, -16, -551, 105,   0,   0,   0,   0
1135, 2482118,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -21,  -2,   2, 1013, 933, 16381,  48,  48,  48,  48, -174, -17, -541, 84,   0,   0,   0,   0
1136, 2484321,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -16, -14,   3, 1078, 761, 16451,  48,  48,  48,  48, -174, -17, -541, 83,   0,   0,   0,   0
1137, 2486491,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -11,   2,   1, 1043, 785, 16284,  48,  48,  48,  48, -163, -11, -558, 40,   0,   0,   0,   0
1138, 2488602,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -6,   1,   0, 958, 902, 16327,  48,  48,  48,  48, -163, -11, -558, 15,   0,   0,   0,   0
1139, 2490776,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  16,   5, 1034, 837, 16295,  48,  48,  48,  48, -167, -19, -544, -13,   0,   0,   0,   0
1140, 2492949,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4, -16,   4, 963, 826, 16342,  48,  48,  48,  48, -167, -19, -544, -26,   0,   0,   0,   0
1141, 2495298,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  15,  -8, 1125, 844, 16314,  48,  48,  48,  48, -161, -12, -549, -44,   0,   0,   0,   0
1142, 2497479,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,   3,  -7, 990, 881, 16432,  48,  48,  48,  48, -161, -12, -549, -29,   0,   0,   0,   0
1143, 2499660,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  12,  -4,   1, 1029, 893, 16521,  48,  48,  48,  48, -169, -15, -559, 5,   0,   0,   0,   0
1144, 2501905,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  11,   1,   0, 1042, 817, 16303,  48,  48,  48,  48, -169, -15, -559, -20,   0,   0,   0,   0
1145, 2504011,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  22,   3,   8, 1042, 885, 16245,  48,  48,  48,  48, -162, -27, -552, -57,   0,   0,   0,   0
1146, 2506183,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  25,  -9,   0, 1061, 908, 16354,  48,  48,  48,  48, -162, -27, -552, -60,   0,   0,   0,   0
1147, 2508357,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  14, -15,   3, 1029, 933, 16331,  48,  48,  48,  48, -162, -27, -552, -68,   0,   0,   0,   0
1148, 2510730,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  13,  -3,  -7, 985, 933, 16475,  48,  48,  48,  48, -169, -14, -558, -38,   0,   0,   0,   0
1149, 2512911,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  20,  -6,   4, 1060, 952, 16474,  48,  48,  48,  48, -169, -14, -558, -13,   0,   0,   0,   0
1150, 2515093,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  14,   0,  10, 1150, 967, 16521,  48,  48,  48,  48, -174, -18, -559, 18,   0,   0,   0,   0
1151, 2517256,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  18,   0,   2, 1067, 1000, 16490,  48,  48,  48,  48, -174, -18, -559, 38,   0,   0,   0,   0
1152, 2519367,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  21,   4,   0, 1135, 936, 16447,  48,  48,  48,  48, -163, -19, -548, 43,   0,   0,   0,   0
1153, 2521546,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   8,   0,   8, 979, 1085, 16459,  48,  48,  48,  48, -163, -19, -548, 53,   0,   0,   0,   0
1154, 2523722,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  25,   0,  -3, 1211, 1158, 16470,  48,  48,  48,  48, -168, -18, -542, 63,   0,   0,   0,   0
1155, 2526063,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  23,  -6,   2, 1175, 1111, 16676,  48,  48,  48,  48, -168, -18, -542, 123,   0,   0,   0,   0
1156, 2528265,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   8,   3,  -5, 1144, 1127, 16556,  48,  48,  48,  48, -163, -21, -546, 144,   0,   0,   0,   0
1157, 2530468,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,  11,   1, 1054, 1080, 16517,  48,  48,  48,  48, -163, -21, -546, 153,   0,   0,   0,   0
1158, 2532639,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,   8,  -4, 1180, 1123, 16599,  48,  48,  48,  48, -176, -19, -546, 180,   0,   0,   0,   0
1159, 2534750,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   4,  -3, 1103, 1188, 16650,  48,  48,  48,  48, -176, -19, -546, 217,   0,   0,   0,   0
1160, 2536923,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   6, 1163, 1163, 16618,  48,  48,  48,  48, -159, -19, -551, 239,   0,   0,   0,   0
1161, 2539096,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -12,   8,   4, 1147, 1167, 16677,  48,  48,  48,  48, -159, -19, -551, 273,   0,   0,   0,   0
1162, 2541446,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -11,   3,   7, 1139, 1163, 16673,  48,  48,  48,  48, -161, -21, -548, 301,   0,   0,   0,   0
1163, 2543648,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -7,   3,  -4, 1116, 1203, 16525,  48,  48,  48,  48, -161, -21, -548, 288,   0,   0,   0,   0
1164, 2545850,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -17,  14,   0, 1196, 1071, 16649,  48,  48,  48,  48, -161, -21, -548, 306,   0,   0,   0,   0
1165, 2548023,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -7,   2,   0, 1164, 1123, 16466,  48,  48,  48,  48, -161, -15, -551, 276,   0,   0,   0,   0
1166, 2550129,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -15,   1,   0, 1030, 1132, 16479,  48,  48,  48,  48, -161, -15, -551, 255,   0,   0,   0,   0
1167, 2552307,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -25,  -3,   4, 1070, 1092, 16513,  48,  48,  48,  48, -167, -21, -543, 246,   0,   0,   0,   0
1168, 2554480,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -16,   7,   0, 1031, 1005, 16471,  48,  48,  48,  48, -167, -21, -543, 226,   0,   0,   0,   0
1169, 2556830,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -21,   4,   6, 1051, 1008, 16455,  48,  48,  48,  48, -176, -17, -530, 206,   0,   0,   0,   0
1170, 2559032,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -25,  10,   0, 1020, 949, 16517,  48,  48,  48,  48, -176, -17, -530, 204,   0,   0,   0,   0
1171, 2561235,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -20,  -4,   8, 1119, 1000, 16408,  48,  48,  48,  48, -166, -15, -544, 175,   0,   0,   0,   0
1172, 2563407,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -13,   6,   1, 1010, 893, 16237,  48,  48,  48,  48, -166, -15, -544, 106,   0,   0,   0,   0
1173, 2565518,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -31,  10,  -2, 1041, 877, 16327,  48,  48,  48,  48, -164, -16, -547, 71,   0,   0,   0,   0
1174, 2567691,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -37,  15,  16, 1042, 873, 16249,  48,  48,  48,  48, -164, -16, -547, 21,   0,   0,   0,   0
1175, 2569864,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -6,   3,  -8, 1050, 845, 16393,  48,  48,  48,  48, -158, -20, -547, 16,   0,   0,   0,   0
1176, 2572214,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -19,   4,  15, 932, 731, 16412,  48,  48,  48,  48, -158, -20, -547, 16,   0,   0,   0,   0
1177, 2574395,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,   0,   0, 1098, 836, 16202,  48,  48,  48,  48, -167, -16, -557, -37,   0,   0,   0,   0
1178, 2576576,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  -2,  -6, 1085, 824, 16427,  48,  48,  48,  48, -167, -16, -557, -25,   0,   0,   0,   0
1179, 2578821,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -6,   7,  -1, 1007, 797, 16257,  48,  48,  48,  48, -168, -16, -544, -58,   0,   0,   0,   0
1180, 2580929,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,   5,  10, 1051, 781, 16291,  48,  48,  48,  48, -168, -16, -544, -78,   0,   0,   0,   0
1181, 2583101,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  -4,  -1, 1015, 833, 16229,  48,  48,  48,  48, -168, -16, -544, -109,   0,   0,   0,   0
1182, 2585274,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,  -1,   3, 1003, 734, 16412,  48,  48,  48,  48, -168, -16, -544, -91,   0,   0,   0,   0
1183, 2587650,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   4,  -3,  -6, 980, 698, 16451,  48,  48,  48,  48, -168, -16, -544, -65,   0,   0,   0,   0
1184, 2589852,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,  -7,  -8, 978, 850, 16362,  48,  48,  48,  48, -160, -17, -553, -64,   0,   0,   0,   0
1185, 2592033,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,   1,   1, 1021, 865, 16455,  48,  48,  48,  48, -160, -17, -553, -41,   0,   0,   0,   0
1186, 2594171,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  11,   7,  -2, 1052, 881, 16513,  48,  48,  48,  48, -169, -13, -559, -6,   0,   0,   0,   0
1187, 2596281,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  19,   5,  -8, 1163, 895, 16548,  48,  48,  48,  48, -169, -13, -559, 30,   0,   0,   0,   0
1188, 2598454,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  11,  -9,  -6, 1223, 890, 16411,  48,  48,  48,  48, -173, -12, -549, 27,   0,   0,   0,   0
1189, 2600627,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   8,   6, 1187, 855, 16657,  48,  48,  48,  48, -173, -12, -549, 86,   0,   0,   0,   0
1190, 2602979,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   8,   5,   4, 995, 1037, 16529,  48,  48,  48,  48, -164, -18, -550, 107,   0,   0,   0,   0
1191, 2605181,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  15,  11,  -2, 1038, 1025, 16634,  48,  48,  48,  48, -164, -18, -550, 150,   0,   0,   0,   0
1192, 2607383,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   4,   7, 1082, 1004, 16646,  48,  48,  48,  48, -169, -22, -550, 190,   0,   0,   0,   0
1193, 2609555,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  16,   7,  -9, 1121, 1048, 16673,  48,  48,  48,  48, -169, -22, -550, 230,   0,   0,   0,   0
1194, 2611666,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,  -9,   4, 1125, 1020, 16610,  48,  48,  48,  48, -177, -18, -547, 248,   0,   0,   0,   0
1195, 2613839,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  13,  -6,  -2, 1164, 1119, 16575,  48,  48,  48,  48, -177, -18, -547, 254,   0,   0,   0,   0
1196, 2616011,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  13,   4,  -2, 1127, 1199, 16677,  48,  48,  48,  48, -174, -24, -548, 287,   0,   0,   0,   0
1197, 2618377,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   2,   0, 1156, 1083, 16591,  48,  48,  48,  48, -174, -24, -548, 291,   0,   0,   0,   0
1198, 2620572,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   3,   1, 1093, 1104, 16568,  48,  48,  48,  48, -174, -24, -548, 290,   0,   0,   0,   0
1199, 2622746,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,  -3,   0, 1064, 1160, 16587,  48,  48,  48,  48, -154, -19, -564, 294,   0,   0,   0,   0
1200, 2624939,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -4,   8,  -4, 1175, 1171, 16626,  48,  48,  48,  48, -154, -19, -564, 307,   0,   0,   0,   0
1201, 2627049,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,   4,  -8, 1008, 1209, 16619,  48,  48,  48,  48, -162, -12, -556, 317,   0,   0,   0,   0
1202, 2629221,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -7,  12,  16, 1061, 1144, 16498,  48,  48,  48,  48, -162, -12, -556, 294,   0,   0,   0,   0
1203, 2631396,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -10,   7, -12, 1189, 1019, 16513,  48,  48,  48,  48, -168, -19, -550, 277,   0,   0,   0,   0
1204, 2633746,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -6,  -6,   2, 1123, 964, 16494,  48,  48,  48,  48, -168, -19, -550, 258,   0,   0,   0,   0
1205, 2635948,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -14,   2,  -3, 1146, 1027, 16455,  48,  48,  48,  48, -160, -19, -550, 232,   0,   0,   0,   0
1206, 2638150,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -26,   9,   4, 1184, 1130, 16412,  48,  48,  48,  48, -160, -19, -550, 200,   0,   0,   0,   0
1207, 2640322,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -7,  11,   2, 1094, 1112, 16311,  48,  48,  48,  48, -165, -24, -540, 147,   0,   0,   0,   0
1208, 2642433,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -21,   0, -10, 1127, 967, 16318,  48,  48,  48,  48, -165, -24, -540, 104,   0,   0,   0,   0
1209, 2644606,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -22,   1,   0, 1142, 1015, 16365,  48,  48,  48,  48, -168, -21, -542, 79,   0,   0,   0,   0
1210, 2646779,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -20,  13,  -9, 1040, 993, 16366,  48,  48,  48,  48, -168, -21, -542, 58,   0,   0,   0,   0
1211, 2649129,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -5,   0,   1, 1049, 952, 16303,  48,  48,  48,  48, -172, -23, -540, 25,   0,   0,   0,   0
1212, 2651310,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -22,  12,   2, 982, 961, 16167,  48,  48,  48,  48, -172, -23, -540, -36,   0,   0,   0,   0
1213, 2653491,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -24,  -5,  -2, 1010, 813, 16377,  48,  48,  48,  48, -164, -22, -554, -37,   0,   0,   0,   0
1214, 2655735,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,   5,  10, 1053, 917, 16385,  48,  48,  48,  48, -164, -22, -554, -35,   0,   0,   0,   0
1215, 2657842,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -26,   6,  14, 1022, 829, 16366,  48,  48,  48,  48, -161, -22, -553, -39,   0,   0,   0,   0
1216, 2660015,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -9,  -4,   0, 982, 870, 16381,  48,  48,  48,  48, -161, -22, -553, -38,   0,   0,   0,   0
1217, 2662188,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -1,  -1,  -5, 978, 862, 16521,  48,  48,  48,  48, -161, -22, -553, -1,   0,   0,   0,   0
1218, 2664542,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, -10,  13,   6, 1077, 868, 16424,  48,  48,  48,  48, -155, -20, -566, 4,   0,   0,   0,   0
1219, 2666724,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -2,   3,  -2, 1046, 741, 16501,  48,  48,  48,  48, -155, -20, -566, 27,   0,   0,   0,   0
1220, 2668906,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,   0,  -7, 995, 774, 16443,  48,  48,  48,  48, -169, -19, -548, 33,   0,   0,   0,   0
1221, 2671086,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   3,   0,  -7, 1070, 761, 16462,  48,  48,  48,  48, -169, -19, -548, 43,   0,   0,   0,   0
1222, 2673195,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   7,   8,  13, 1054, 809, 16404,  48,  48,  48,  48, -158, -10, -561, 36,   0,   0,   0,   0
1223, 2675368,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -3,  -3,  -1, 1002, 865, 16346,  48,  48,  48,  48, -158, -10, -561, 17,   0,   0,   0,   0
1224, 2677542,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  10,   0, -12, 962, 854, 16525,  48,  48,  48,  48, -173, -20, -533, 46,   0,   0,   0,   0
1225, 2679893,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  10, -10,  -5, 1077, 817, 16505,  48,  48,  48,  48, -173, -20, -533, 65,   0,   0,   0,   0
1226, 2682095,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  30,   3,  -1, 1155, 860, 16567,  48,  48,  48,  48, -156, -19, -555, 96,   0,   0,   0,   0
1227, 2684298,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  21,   1,   0, 1127, 944, 16560,  48,  48,  48,  48, -156, -19, -555, 121,   0,   0,   0,   0
1228, 2686470,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  13,   2,  -8, 1024, 945, 16556,  48,  48,  48,  48, -160, -17, -557, 142,   0,   0,   0,   0
1229, 2688581,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  13,  -8,  -2, 1019, 961, 16603,  48,  48,  48,  48, -160, -17, -557, 172,   0,   0,   0,   0
1230, 2690754,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  18,  -2,  -9, 1082, 1036, 16576,  48,  48,  48,  48, -167, -19, -544, 191,   0,   0,   0,   0
1231, 2692927,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  16,   6,  -2, 952, 1038, 16483,  48,  48,  48,  48, -167, -19, -544, 184,   0,   0,   0,   0
1232, 2695277,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  12,   5, -13, 1047, 973, 16529,  48,  48,  48,  48, -167, -19, -544, 188,   0,   0,   0,   0
1233, 2697479,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  18,   3,   3, 1185, 1067, 16536,  48,  48,  48,  48, -167, -19, -544, 194,   0,   0,   0,   0
1234, 2699682,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  12,   2,   0, 1122, 1004, 16470,  48,  48,  48,  48, -167, -19, -544, 182,   0,   0,   0,   0
1235, 2701854,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -2,   4, -15, 1157, 1079, 16416,  48,  48,  48,  48, -163, -19, -556, 158,   0,   0,   0,   0
1236, 2703965,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  15,  -3,  -4, 1113, 1084, 16595,  48,  48,  48,  48, -163, -19, -556, 184,   0,   0,   0,   0
1237, 2706138,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6, -13,   0, 1124, 1163, 16482,  48,  48,  48,  48, -173, -17, -555, 177,   0,   0,   0,   0
1238, 2708310,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  -6,   0,  -5, 1215, 1130, 16567,  48,  48,  48,  48, -173, -17, -555, 192,   0,   0,   0,   0
